internal_id,external_id,subject,topic,difficulty,question_text,option_count,option_a,option_b,option_c,option_d,option_e,options_json,answer_index_zero_based,answer_letter,answer_text,explanation,explanation_status,diagram_url,audit_explicit_visual_hold,audit_hold_reason,source_id,source_slug,source_label,source_type,source_active,question_created_at
"1500349","PHY-OWNER-20260822-R2-199","Physics","Modern physics","medium","A Geiger–Müller counter is used to detect","4","ionizing radiation","liquid pressure","sound intensity only","electrical resistance only","","[""ionizing radiation"",""liquid pressure"",""sound intensity only"",""electrical resistance only""]","0","A","ionizing radiation","A Geiger–Müller counter detects ionizing radiation such as alpha, beta, and gamma radiation. Radiation ionizes the gas inside the tube, producing an electrical pulse that is counted electronically. It can be used to monitor radioactive sources and contamination.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500350","PHY-OWNER-20260822-R2-200","Physics","Modern physics","medium","A safe method of reducing exposure to radioactive radiation is to","4","reduce exposure time, increase distance, and use shielding","increase exposure time","stand closer to the source","remove all shielding","","[""reduce exposure time, increase distance, and use shielding"",""increase exposure time"",""stand closer to the source"",""remove all shielding""]","0","A","reduce exposure time, increase distance, and use shielding","Radiation exposure is reduced by minimizing the time spent near a source, maximizing distance, and using suitable shielding. Dense materials such as lead or concrete are particularly effective against penetrating gamma radiation. Safety procedures depend on the type and intensity of radiation.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500351","PHY-OWNER-20260822-R2-201","Physics","Motion","medium","A car starts from rest and accelerates uniformly at 2 m/s² for 5 s. Its final velocity is","4","2.5 m/s","5 m/s","10 m/s","25 m/s","","[""2.5 m/s"",""5 m/s"",""10 m/s"",""25 m/s""]","2","C","10 m/s","v=u+at Since u=0 , a=2 m/s² , and t=5 s , v=0+(2×5)=10 m/s","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500352","PHY-OWNER-20260822-R2-202","Physics","Motion","medium","A body starts from rest and accelerates at 4 m/s² for 3 s. The distance travelled is","4","6 m","12 m","18 m","36 m","","[""6 m"",""12 m"",""18 m"",""36 m""]","2","C","18 m","s=ut+(1)/(2)at² s=0+(1)/(2)(4)(3²)=2×9=18 m","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500353","PHY-OWNER-20260822-R2-203","Physics","Motion","medium","A car moving at 20 m/s stops uniformly in 5 s. Its acceleration is","4","4 m/s²","-4 m/s²","5 m/s²","-25 m/s²","","[""4 m/s²"",""-4 m/s²"",""5 m/s²"",""-25 m/s²""]","1","B","-4 m/s²","a=(v-u)/(t) a=(0-20)/(5)=-4 m/s² The negative sign shows that the acceleration opposes the motion. This is also called retardation or deceleration.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500354","PHY-OWNER-20260822-R2-204","Physics","Motion","medium","Newton’s third law states that action and reaction are","4","equal and opposite","unequal and in the same direction","both zero","present only in stationary bodies","","[""equal and opposite"",""unequal and in the same direction"",""both zero"",""present only in stationary bodies""]","0","A","equal and opposite","For every action, there is an equal and opposite reaction. The two forces act on different bodies, so they do not cancel each other on a single body. Examples include walking, swimming, and rocket propulsion.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500355","PHY-OWNER-20260822-R2-205","Physics","Motion","medium","A force of 10 N acts on an object for 0.5 s. The impulse is","4","0.05 Ns","5 Ns","10 Ns","20 Ns","","[""0.05 Ns"",""5 Ns"",""10 Ns"",""20 Ns""]","1","B","5 Ns","J=Ft J=10×0.5=5 Ns Impulse is also equal to the change in momentum.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500356","PHY-OWNER-20260822-R2-206","Physics","Motion","medium","A 10 kg block rests on a horizontal surface. If the coefficient of friction is 0.2 , take g=10 m/s² . The limiting friction is","4","2 N","5 N","20 N","50 N","","[""2 N"",""5 N"",""20 N"",""50 N""]","2","C","20 N","F=µ R On a horizontal surface, R=mg=10×10=100 N Therefore, F=0.2×100=20 N","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500357","PHY-OWNER-20260822-R2-207","Physics","Work, energy and power","medium","Friction usually does negative work because it","4","acts opposite to displacement","acts in the direction of displacement","has no force","increases mechanical energy","","[""acts opposite to displacement"",""acts in the direction of displacement"",""has no force"",""increases mechanical energy""]","0","A","acts opposite to displacement","Work is negative when the force acts opposite to the direction of displacement. Friction converts mechanical energy into heat, sound, and deformation. It therefore usually reduces the mechanical energy of a moving system.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500358","PHY-OWNER-20260822-R2-208","Physics","Equilibrium of forces","medium","A 4 kg object moves at 3 m/s . Its momentum is","4","0.75 kg m/s","1 kg m/s","7 kg m/s","12 kg m/s","","[""0.75 kg m/s"",""1 kg m/s"",""7 kg m/s"",""12 kg m/s""]","3","D","12 kg m/s","p=mv p=4×3=12 kg m/s Momentum is a vector quantity because it has the direction of velocity.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500359","PHY-OWNER-20260822-R2-209","Physics","Work, energy and power","medium","The kinetic energy of a 2 kg body moving at 6 m/s is","4","6 J","12 J","36 J","72 J","","[""6 J"",""12 J"",""36 J"",""72 J""]","2","C","36 J","KE=(1)/(2)mv² KE=(1)/(2)(2)(6²)=36 J Kinetic energy depends on the square of speed.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500360","PHY-OWNER-20260822-R2-210","Physics","Gravitational field","medium","A 5 kg object is raised through 4 m. If g=10 m/s² , its gain in potential energy is","4","20 J","50 J","100 J","200 J","","[""20 J"",""50 J"",""100 J"",""200 J""]","3","D","200 J","PE=mgh PE=5×10×4=200 J The gain in potential energy equals the work done against gravity when air resistance is ignored.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500361","PHY-OWNER-20260822-R2-211","Physics","Liquids at rest","medium","The pressure due to a liquid of density 1000 kg/m³ at a depth of 2 m is (g=10 m/s²)","4","2,000 Pa","5,000 Pa","20,000 Pa","200,000 Pa","","[""2,000 Pa"",""5,000 Pa"",""20,000 Pa"",""200,000 Pa""]","2","C","20,000 Pa","P=ρ gh P=1000×10×2=20,000 Pa This is gauge pressure due to the liquid and does not include atmospheric pressure.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500362","PHY-OWNER-20260822-R2-212","Physics","Liquids at rest","medium","A liquid has a mass of 2 kg and occupies 0.001 m³ . Its density is","4","2 kg/m³","20 kg/m³","200 kg/m³","2,000 kg/m³","","[""2 kg/m³"",""20 kg/m³"",""200 kg/m³"",""2,000 kg/m³""]","3","D","2,000 kg/m³","ρ=(m)/(V) ρ=(2)/(0.001)=2,000 kg/m³","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500363","PHY-OWNER-20260822-R2-213","Physics","Thermal expansion","medium","A metal rod expands when heated because its particles","4","vibrate more vigorously and become slightly farther apart","lose all kinetic energy","disappear from the rod","become electrically neutral only","","[""vibrate more vigorously and become slightly farther apart"",""lose all kinetic energy"",""disappear from the rod"",""become electrically neutral only""]","0","A","vibrate more vigorously and become slightly farther apart","Heating increases the average kinetic energy of the particles. Their increased vibration causes the average separation between particles to increase, producing expansion. The particles themselves do not necessarily become larger.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500364","PHY-OWNER-20260822-R2-214","Physics","Temperature and measurement","medium","The heat needed to raise the temperature of 2 kg of water by 5^°C is (c=4200 J/kg^°C)","4","4,200 J","8,400 J","21,000 J","42,000 J","","[""4,200 J"",""8,400 J"",""21,000 J"",""42,000 J""]","3","D","42,000 J","Q=mcΔ T Q=2×4200×5=42,000 J","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500365","PHY-OWNER-20260822-R2-215","Physics","Quantity of heat","medium","The heat required to melt 0.5 kg of ice is 167,000 J . The specific latent heat of fusion is","4","83,500 J/kg","167,000 J/kg","334,000 J/kg","668,000 J/kg","","[""83,500 J/kg"",""167,000 J/kg"",""334,000 J/kg"",""668,000 J/kg""]","2","C","334,000 J/kg","Q=mL L=(Q)/(m)=(167,000)/(0.5)=334,000 J/kg The temperature remains constant while the ice changes state.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500366","PHY-OWNER-20260822-R2-216","Physics","Gas laws","medium","At constant volume, the pressure of a fixed mass of gas increases when its","4","absolute temperature increases","mass becomes zero","volume increases only","molecules stop moving","","[""absolute temperature increases"",""mass becomes zero"",""volume increases only"",""molecules stop moving""]","0","A","absolute temperature increases","At constant volume, pressure is directly proportional to absolute temperature: (P)/(T)=constant Heating the gas increases the speed and frequency of molecular collisions with the container walls, thereby increasing pressure.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500367","PHY-OWNER-20260822-R2-217","Physics","Waves","medium","A wave has a frequency of 20 Hz. Its period is","4","0.02 s","0.05 s","20 s","40 s","","[""0.02 s"",""0.05 s"",""20 s"",""40 s""]","1","B","0.05 s","T=(1)/(f) T=(1)/(20)=0.05 s The period is the time required for one complete oscillation.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500368","PHY-OWNER-20260822-R2-218","Physics","Waves","medium","A wave has a wavelength of 0.4 m and a frequency of 50 Hz. Its speed is","4","20 m/s","50.4 m/s","125 m/s","200 m/s","","[""20 m/s"",""50.4 m/s"",""125 m/s"",""200 m/s""]","0","A","20 m/s","v=fλ v=50×0.4=20 m/s","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500369","PHY-OWNER-20260822-R2-219","Physics","Magnets and magnetic fields","medium","Which of the following has the longest wavelength?","4","Gamma rays","X-rays","Ultraviolet rays","Radio waves","","[""Gamma rays"",""X-rays"",""Ultraviolet rays"",""Radio waves""]","3","D","Radio waves","Radio waves have the longest wavelengths and lowest frequencies in the electromagnetic spectrum. Gamma rays have the shortest wavelengths and highest frequencies. In a vacuum, all electromagnetic waves travel at approximately 3.0×10⁸ m/s .","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500370","PHY-OWNER-20260822-R2-220","Physics","Electrostatics","medium","A force of 12 N acts on a charge of 3 C. The electric field strength is","4","0.25 N/C","4 N/C","9 N/C","36 N/C","","[""0.25 N/C"",""4 N/C"",""9 N/C"",""36 N/C""]","1","B","4 N/C","E=(F)/(q) E=(12)/(3)=4 N/C Electric field strength is force per unit positive charge.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500371","PHY-OWNER-20260822-R2-221","Physics","Electrostatics","medium","A capacitor of capacitance 4 µF is connected to a potential difference of 10 V. The charge stored is","4","0.4 µC","4 µC","40 µC","400 µC","","[""0.4 µC"",""4 µC"",""40 µC"",""400 µC""]","2","C","40 µC","Q=CV Q=4 µF×10 V=40 µC","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500372","PHY-OWNER-20260822-R2-222","Physics","Current electricity","medium","A wire of length 0.5 m carries a current of 4 A at right angles to a magnetic field of strength 2 T. The force on the wire is","4","0.25 N","1 N","4 N","8 N","","[""0.25 N"",""1 N"",""4 N"",""8 N""]","3","D","8 N","F=BILsinθ Since the wire is perpendicular to the field, sin90^°=1 : F=2×4×0.5=4 N","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500373","PHY-OWNER-20260822-R2-223","Physics","Electromagnetic induction","medium","The induced emf in a coil increases when","4","the magnetic flux changes more rapidly","the coil is completely removed from the circuit","the magnetic field remains constant","the number of turns is reduced to zero","","[""the magnetic flux changes more rapidly"",""the coil is completely removed from the circuit"",""the magnetic field remains constant"",""the number of turns is reduced to zero""]","0","A","the magnetic flux changes more rapidly","Faraday’s law states that induced emf is proportional to the rate of change of magnetic flux. Increasing the speed of motion, magnetic-field strength, or number of turns can increase the induced emf.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500374","PHY-OWNER-20260822-R2-224","Physics","Work, energy and power","medium","The energy of a photon is given by","4","E=hf","E=h/f","E=mc","E=f/h","","[""E=hf"",""E=h/f"",""E=mc"",""E=f/h""]","0","A","E=hf","Photon energy is E=hf where h is Planck’s constant and f is frequency. Since f=c/λ , the equation can also be written as E=(hc)/(λ) Higher-frequency radiation has higher photon energy.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500375","PHY-OWNER-20260822-R2-225","Physics","Modern physics","medium","A radioactive sample has a half-life of 4 hours. What fraction remains after 12 hours?","4","(1)/(2)","(1)/(3)","(1)/(4)","(1)/(8)","","[""(1)/(2)"",""(1)/(3)"",""(1)/(4)"",""(1)/(8)""]","3","D","(1)/(8)","The elapsed time represents (12)/(4)=3 half-lives. The remaining fraction is left((1)/(2)right)³=(1)/(8) So one-eighth of the original radioactive nuclei remains.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500376","PHY-OWNER-20260822-R2-226","Physics","Equilibrium of forces","medium","A body of mass 5 kg moving at 8 m/s has momentum","4","0.625 kg m/s","13 kg m/s","40 kg m/s","64 kg m/s","","[""0.625 kg m/s"",""13 kg m/s"",""40 kg m/s"",""64 kg m/s""]","2","C","40 kg m/s","p=mv p=5×8=40 kg m/s Momentum has both magnitude and direction.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500377","PHY-OWNER-20260822-R2-227","Physics","Equilibrium of forces","medium","A force changes the momentum of an object from 10 to 50 kg m/s in 4 s. The force is","4","10 N","15 N","40 N","160 N","","[""10 N"",""15 N"",""40 N"",""160 N""]","0","A","10 N","F=(Δ p)/(t) F=(50-10)/(4)=10 N Force is the rate of change of momentum.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500378","PHY-OWNER-20260822-R2-228","Physics","Motion","medium","A body moves in a circular path of radius 2 m at a speed of 4 m/s . Its centripetal acceleration is","4","2 m/s²","4 m/s²","8 m/s²","16 m/s²","","[""2 m/s²"",""4 m/s²"",""8 m/s²"",""16 m/s²""]","2","C","8 m/s²","ac=(v²)/(r) ac=(4²)/(2)=(16)/(2)=8 m/s² The acceleration is directed toward the centre of the circle.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500379","PHY-OWNER-20260822-R2-229","Physics","Motion","medium","A wheel makes 10 revolutions per second. Its angular speed is","4","10 rad/s","20π rad/s","5π rad/s","100π rad/s","","[""10 rad/s"",""20π rad/s"",""5π rad/s"",""100π rad/s""]","1","B","20π rad/s","One revolution is 2π radians. Therefore, ω=2π f ω=2π(10)=20π rad/s","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500380","PHY-OWNER-20260822-R2-230","Physics","Equilibrium of forces","medium","A force of 15 N acts perpendicularly at the end of a spanner 0.2 m long. The torque is","4","3 Nm","7.5 Nm","15.2 Nm","75 Nm","","[""3 Nm"",""7.5 Nm"",""15.2 Nm"",""75 Nm""]","0","A","3 Nm","tau=Fd tau=15×0.2=3 Nm The perpendicular distance from the pivot determines the turning effect.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500381","PHY-OWNER-20260822-R2-231","Physics","Work, energy and power","medium","When air resistance is negligible, the total mechanical energy of a falling object","4","remains constant","continually increases","continually decreases to zero","changes into mass","","[""remains constant"",""continually increases"",""continually decreases to zero"",""changes into mass""]","0","A","remains constant","As the object falls, gravitational potential energy decreases while kinetic energy increases. The total PE+KE remains constant if no non-conservative force, such as air resistance or friction, removes mechanical energy.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500382","PHY-OWNER-20260822-R2-232","Physics","Motion","medium","The horizontal range of a projectile is greatest when it is projected at an angle of","4","15^°","30^°","45^°","90^°","","[""15^°"",""30^°"",""45^°"",""90^°""]","2","C","45^°","For a projectile launched and landing at the same level, neglecting air resistance, the range is maximum at 45^° . Angles such as 30^° and 60^° produce the same range for the same initial speed.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500383","PHY-OWNER-20260822-R2-233","Physics","Work, energy and power","medium","The elastic potential energy stored in a spring is","4","(1)/(2)ke²","ke","k/e²","2ke²","","[""(1)/(2)ke²"",""ke"",""k/e²"",""2ke²""]","0","A","(1)/(2)ke²","E=(1)/(2)ke² where k is the spring constant and e is the extension. The energy is the work done in stretching or compressing the spring within its elastic limit.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500384","PHY-OWNER-20260822-R2-234","Physics","Pressure","medium","A force of 100 N acts on an area of 0.5 m² . The pressure is","4","50 Pa","100 Pa","200 Pa","500 Pa","","[""50 Pa"",""100 Pa"",""200 Pa"",""500 Pa""]","2","C","200 Pa","P=(F)/(A) P=(100)/(0.5)=200 Pa For a constant force, pressure increases when the area decreases.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500385","PHY-OWNER-20260822-R2-235","Physics","Pressure","medium","A hydraulic press has a small piston area of 0.02 m² and a large piston area of 0.4 m² . If a force of 50 N is applied to the small piston, the output force is","4","2.5 N","25 N","500 N","1,000 N","","[""2.5 N"",""25 N"",""500 N"",""1,000 N""]","3","D","1,000 N","By Pascal’s principle, (F1)/(A1)=(F2)/(A2) F2=F1(A2)/(A1) F2=50left((0.4)/(0.02)right)=50×20=1000 N","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500386","PHY-OWNER-20260822-R2-236","Physics","Equilibrium of forces","medium","Two bodies are in thermal equilibrium when they have","4","equal temperatures","equal masses","equal volumes","equal densities only","","[""equal temperatures"",""equal masses"",""equal volumes"",""equal densities only""]","0","A","equal temperatures","Bodies in thermal equilibrium have the same temperature and no net heat flows between them. Heat flows naturally from a hotter body to a colder body until thermal equilibrium is reached.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500387","PHY-OWNER-20260822-R2-237","Physics","Heat transfer","medium","Which material is generally the best conductor of heat?","4","Copper","Wood","Plastic","Rubber","","[""Copper"",""Wood"",""Plastic"",""Rubber""]","0","A","Copper","Copper is a good thermal conductor because it contains mobile electrons that transfer energy efficiently. Wood, plastic, and rubber are comparatively poor conductors and are often used as thermal insulators.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500388","PHY-OWNER-20260822-R2-238","Physics","Change of state","medium","The boiling point of a liquid generally increases when","4","external pressure increases","external pressure decreases","the liquid is placed in a vacuum only","its mass becomes zero","","[""external pressure increases"",""external pressure decreases"",""the liquid is placed in a vacuum only"",""its mass becomes zero""]","0","A","external pressure increases","A liquid boils when its vapour pressure equals the external pressure. Increasing external pressure requires a higher temperature before boiling occurs. This is why water boils at a lower temperature at high altitude.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500389","PHY-OWNER-20260822-R2-239","Physics","Change of state","medium","Evaporation causes cooling because","4","the fastest-moving molecules escape from the liquid","all molecules stop moving","the liquid gains thermal energy","the surrounding air becomes a solid","","[""the fastest-moving molecules escape from the liquid"",""all molecules stop moving"",""the liquid gains thermal energy"",""the surrounding air becomes a solid""]","0","A","the fastest-moving molecules escape from the liquid","The molecules with the greatest kinetic energy escape first from the liquid surface. The average kinetic energy of the remaining molecules decreases, causing the liquid’s temperature to fall. Sweating cools the body through this process.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500390","PHY-OWNER-20260822-R2-240","Physics","Waves","medium","The amplitude of a wave is the","4","maximum displacement from equilibrium","distance between two crests","number of cycles per second","time for one oscillation","","[""maximum displacement from equilibrium"",""distance between two crests"",""number of cycles per second"",""time for one oscillation""]","0","A","maximum displacement from equilibrium","Amplitude is the maximum displacement of a vibrating particle from its equilibrium position. Greater amplitude generally means greater energy. For sound, amplitude is associated mainly with loudness.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500391","PHY-OWNER-20260822-R2-241","Physics","Waves","medium","A stationary wave has","4","nodes and antinodes","no points of zero displacement","energy travelling continuously in one direction only","no wavelength","","[""nodes and antinodes"",""no points of zero displacement"",""energy travelling continuously in one direction only"",""no wavelength""]","0","A","nodes and antinodes","A stationary wave is formed by the superposition of two identical waves travelling in opposite directions. Nodes are points of zero displacement, while antinodes have maximum displacement. Unlike a progressive wave, a stationary wave has no net transfer of energy along the medium.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500392","PHY-OWNER-20260822-R2-242","Physics","Refraction","medium","When light enters glass from air obliquely, it generally bends","4","toward the normal","away from the normal","along the surface always","backward into the air","","[""toward the normal"",""away from the normal"",""along the surface always"",""backward into the air""]","0","A","toward the normal","Glass is optically denser than air, so light slows down and bends toward the normal when entering it obliquely. On leaving glass into air, it speeds up and bends away from the normal.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500393","PHY-OWNER-20260822-R2-243","Physics","Refraction","medium","The critical angle is the angle of incidence in the denser medium for which the angle of refraction is","4","0^°","45^°","90^°","180^°","","[""0^°"",""45^°"",""90^°"",""180^°""]","2","C","90^°","At the critical angle, the refracted ray travels along the boundary between the two media. If the angle of incidence becomes greater than the critical angle, total internal reflection occurs.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500394","PHY-OWNER-20260822-R2-244","Physics","Optical instruments","medium","An object of height 2 cm forms an image of height 6 cm. The magnification is","4","0.33","2","3","12","","[""0.33"",""2"",""3"",""12""]","2","C","3","m=fracimage heightobject height m=(6)/(2)=3 The image is three times the height of the object.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500395","PHY-OWNER-20260822-R2-245","Physics","Work, energy and power","medium","The energy supplied when 5 C of charge moves through a potential difference of 12 V is","4","0.42 J","17 J","60 J","144 J","","[""0.42 J"",""17 J"",""60 J"",""144 J""]","2","C","60 J","W=QV W=5×12=60 J Potential difference is energy transferred per unit charge.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500396","PHY-OWNER-20260822-R2-246","Physics","Current electricity","medium","The resistivity of a material depends mainly on","4","the nature of the material and its temperature","the length of the wire only","the cross-sectional area only","the current flowing only","","[""the nature of the material and its temperature"",""the length of the wire only"",""the cross-sectional area only"",""the current flowing only""]","0","A","the nature of the material and its temperature","Resistivity is a property of the material: R=ρ(L)/(A) For a given material, resistivity changes with temperature. Resistance also depends on the conductor’s length and cross-sectional area, but resistivity does not directly depend on those dimensions.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500397","PHY-OWNER-20260822-R2-247","Physics","Current electricity","medium","The magnetic field around a straight current-carrying wire becomes stronger when","4","the current increases","the current decreases","the wire is moved farther from the observation point","the conductor is disconnected","","[""the current increases"",""the current decreases"",""the wire is moved farther from the observation point"",""the conductor is disconnected""]","0","A","the current increases","The magnetic field around a long straight conductor is proportional to the current and decreases with distance from the wire. Increasing the current therefore increases the magnetic field strength.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500398","PHY-OWNER-20260822-R2-248","Physics","Current electricity","medium","Eddy currents are reduced in transformer cores by","4","using thin insulated laminations","using a solid copper block","increasing the thickness of the core","removing insulation between sheets","","[""using thin insulated laminations"",""using a solid copper block"",""increasing the thickness of the core"",""removing insulation between sheets""]","0","A","using thin insulated laminations","Eddy currents are circulating currents induced in conducting materials exposed to changing magnetic fields. Laminating the core into thin insulated sheets restricts their paths and reduces heating and energy loss.","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
"1500399","PHY-OWNER-20260822-R2-249","Physics","Modern physics","medium","The energy that holds nucleons together in an atomic nucleus is called","4","binding energy","ionization energy only","electrical resistance","latent heat","","[""binding energy"",""ionization energy only"",""electrical resistance"",""latent heat""]","0","A","binding energy","Binding energy is the energy required to separate a nucleus completely into its individual protons and neutrons. It is also the energy released when the nucleus forms. A mass defect is associated with this energy according to E=mc² .","approved","","no","","23520002","authorised-1-1787422984200","Owner-supplied Physics 250 batch · 22 Aug 2026","authorised","1","2026-08-22T18:23:04.000Z"
